customer_id,loan_id,risk_score_ml,risk_tier,segment_label
C03395,LN661525,18.4,Green,Prime Borrowers
C03398,LN658556,74.9,Red,High-Risk Borrowers
C03401,LN706676,19.5,Green,Near-Prime Borrowers
C03402,LN940201,31.0,Green,Prime Borrowers
C03403,LN203493,43.7,Amber,Prime Borrowers
C03404,LN991393,44.8,Amber,Near-Prime Borrowers
C03408,LN786652,38.0,Amber,Near-Prime Borrowers
C03412,LN360594,24.8,Green,Prime Borrowers
C03413,LN490736,64.0,Amber,Prime Borrowers
C03416,LN589269,30.0,Green,Prime Borrowers
C03419,LN979312,74.2,Red,High-Risk Borrowers
C03420,LN910088,42.2,Amber,Prime Borrowers
C03421,LN418605,24.1,Green,Prime Borrowers
C03423,LN443027,15.5,Green,Prime Borrowers
C03424,LN144470,44.7,Amber,High-Risk Borrowers
C03425,LN520095,35.0,Amber,Prime Borrowers
C03426,LN928373,18.1,Green,Prime Borrowers
C03428,LN426528,61.1,Amber,Prime Borrowers
C03431,LN237845,34.5,Green,Prime Borrowers
C03432,LN387953,12.9,Green,Prime Borrowers
C03434,LN241116,34.8,Green,Prime Borrowers
C03436,LN985070,19.3,Green,Prime Borrowers
C03437,LN447399,51.7,Amber,High-Risk Borrowers
C03438,LN378281,43.9,Amber,Near-Prime Borrowers
C03442,LN575808,13.2,Green,Prime Borrowers
C03443,LN788463,56.4,Amber,Prime Borrowers
C03444,LN451876,61.9,Amber,Prime Borrowers
C03446,LN186689,10.6,Green,Prime Borrowers
C03448,LN127296,66.5,Red,High-Risk Borrowers
C03449,LN328548,45.7,Amber,Prime Borrowers
C03450,LN124373,62.9,Amber,Prime Borrowers
C03451,LN711955,66.2,Red,High-Risk Borrowers
C03454,LN963108,26.1,Green,Prime Borrowers
C03455,LN275819,72.6,Red,High-Risk Borrowers
C03457,LN208781,58.0,Amber,Prime Borrowers
C03459,LN690030,41.7,Amber,High-Risk Borrowers
C03461,LN369676,23.0,Green,Prime Borrowers
C03462,LN533269,33.6,Green,Prime Borrowers
C03467,LN140400,33.5,Green,Prime Borrowers
C03470,LN848809,58.3,Amber,Prime Borrowers
C03472,LN216338,43.7,Amber,Prime Borrowers
C03482,LN597527,45.4,Amber,Near-Prime Borrowers
C03485,LN385657,19.7,Green,Prime Borrowers
C03488,LN384539,9.1,Green,Prime Borrowers
C03490,LN343089,36.3,Amber,Prime Borrowers
C03491,LN582622,75.3,Red,High-Risk Borrowers
C03492,LN829454,57.5,Amber,Prime Borrowers
C03494,LN136198,11.3,Green,Prime Borrowers
C03495,LN708273,43.8,Amber,Prime Borrowers
C03496,LN173932,38.4,Amber,Prime Borrowers
C03497,LN142173,15.8,Green,Prime Borrowers
C03500,LN121576,58.0,Amber,Prime Borrowers
C03501,LN636484,17.8,Green,Prime Borrowers
C03506,LN921688,70.0,Red,Near-Prime Borrowers
C03507,LN776996,22.0,Green,Prime Borrowers
C03508,LN728319,51.2,Amber,Prime Borrowers
C03509,LN221390,70.0,Red,Near-Prime Borrowers
C03511,LN102871,23.8,Green,Prime Borrowers
C03512,LN946862,35.3,Amber,Prime Borrowers
C03513,LN240595,32.5,Green,Prime Borrowers
C03515,LN745469,43.5,Amber,Prime Borrowers
C03517,LN159750,73.2,Red,Prime Borrowers
C03520,LN914577,75.7,Red,High-Risk Borrowers
C03523,LN418345,72.0,Red,High-Risk Borrowers
C03524,LN971218,46.5,Amber,Near-Prime Borrowers
C03530,LN302595,16.0,Green,Prime Borrowers
C03531,LN989996,17.8,Green,Near-Prime Borrowers
C03533,LN904192,51.8,Amber,Near-Prime Borrowers
C03534,LN404275,64.8,Amber,High-Risk Borrowers
C03536,LN925146,23.5,Green,Prime Borrowers
C03539,LN925948,57.4,Amber,High-Risk Borrowers
C03540,LN616775,42.0,Amber,High-Risk Borrowers
C03542,LN190447,37.7,Amber,High-Risk Borrowers
C03544,LN509733,13.9,Green,Prime Borrowers
C03545,LN821372,21.2,Green,Prime Borrowers
C03546,LN227889,39.2,Amber,Prime Borrowers
C03547,LN549765,42.2,Amber,Prime Borrowers
C03552,LN618569,42.8,Amber,Near-Prime Borrowers
C03553,LN743788,22.6,Green,Prime Borrowers
C03554,LN548317,44.3,Amber,High-Risk Borrowers
C03555,LN393603,48.1,Amber,Prime Borrowers
C03561,LN597159,24.1,Green,Prime Borrowers
C03563,LN202808,14.8,Green,Prime Borrowers
C03564,LN847744,28.8,Green,Prime Borrowers
C03568,LN179652,51.1,Amber,High-Risk Borrowers
C03569,LN377662,54.0,Amber,High-Risk Borrowers
C03572,LN822590,10.6,Green,Prime Borrowers
C03574,LN193220,17.7,Green,Prime Borrowers
C03576,LN351674,50.1,Amber,High-Risk Borrowers
C03577,LN602216,57.6,Amber,High-Risk Borrowers
C03578,LN709501,54.9,Amber,Near-Prime Borrowers
C03580,LN687104,49.3,Amber,Prime Borrowers
C03585,LN653164,20.9,Green,Prime Borrowers
C03586,LN105566,55.7,Amber,High-Risk Borrowers
C03588,LN231689,30.4,Green,Prime Borrowers
C03592,LN344590,35.8,Amber,Prime Borrowers
C03593,LN856349,18.4,Green,Prime Borrowers
C03594,LN643203,49.9,Amber,Prime Borrowers
C03599,LN122609,61.9,Amber,Prime Borrowers
C03601,LN518224,19.7,Green,Prime Borrowers
C03604,LN904427,53.2,Amber,Prime Borrowers
C03607,LN506033,26.0,Green,Prime Borrowers
C03609,LN393279,19.9,Green,Prime Borrowers
C03610,LN892088,50.8,Amber,Prime Borrowers
C03611,LN222620,46.6,Amber,Prime Borrowers
C03612,LN495994,28.9,Green,Prime Borrowers
C03613,LN406962,36.8,Amber,Prime Borrowers
C03614,LN730357,17.3,Green,Prime Borrowers
C03615,LN911271,11.4,Green,Near-Prime Borrowers
C03617,LN477570,47.2,Amber,Prime Borrowers
C03618,LN106762,13.6,Green,Prime Borrowers
C03619,LN337871,32.0,Green,Prime Borrowers
C03620,LN430436,47.8,Amber,High-Risk Borrowers
C03621,LN781047,51.9,Amber,Prime Borrowers
C03622,LN437067,75.9,Red,High-Risk Borrowers
C03623,LN428172,29.8,Green,Near-Prime Borrowers
C03624,LN148747,49.9,Amber,Prime Borrowers
C03625,LN407308,55.5,Amber,Prime Borrowers
C03627,LN112053,37.3,Amber,Prime Borrowers
C03629,LN787877,15.2,Green,Prime Borrowers
C03631,LN144833,13.2,Green,Prime Borrowers
C03633,LN701447,73.4,Red,High-Risk Borrowers
C03634,LN222975,49.4,Amber,Near-Prime Borrowers
C03636,LN865293,35.1,Amber,Prime Borrowers
C03637,LN332525,54.9,Amber,High-Risk Borrowers
C03638,LN542368,11.0,Green,Prime Borrowers
C03642,LN356415,45.1,Amber,Prime Borrowers
C03643,LN187148,36.6,Amber,Prime Borrowers
C03648,LN975675,43.6,Amber,Prime Borrowers
C03650,LN645232,48.1,Amber,Near-Prime Borrowers
C03651,LN174128,20.3,Green,Prime Borrowers
C03652,LN111041,76.4,Red,High-Risk Borrowers
C03659,LN842547,55.4,Amber,Prime Borrowers
C03661,LN958680,64.3,Amber,High-Risk Borrowers
C03662,LN554152,38.1,Amber,Near-Prime Borrowers
C03664,LN688530,24.3,Green,Near-Prime Borrowers
C03668,LN248989,14.2,Green,Prime Borrowers
C03669,LN515287,26.0,Green,Prime Borrowers
C03671,LN564414,19.5,Green,Near-Prime Borrowers
C03672,LN351855,43.9,Amber,Near-Prime Borrowers
C03676,LN649696,70.7,Red,High-Risk Borrowers
C03680,LN202249,57.3,Amber,High-Risk Borrowers
C03683,LN301194,67.9,Red,High-Risk Borrowers
C03686,LN944801,11.0,Green,Prime Borrowers
C03689,LN865937,59.6,Amber,Prime Borrowers
C03690,LN394917,32.3,Green,Prime Borrowers
C03692,LN974517,16.4,Green,Prime Borrowers
C03694,LN500892,44.4,Amber,Near-Prime Borrowers
C03696,LN543820,36.3,Amber,Near-Prime Borrowers
C03699,LN726740,56.7,Amber,Prime Borrowers
C03701,LN762770,40.1,Amber,High-Risk Borrowers
C03703,LN408081,53.1,Amber,High-Risk Borrowers
C03704,LN264294,37.0,Amber,Prime Borrowers
C03705,LN478242,12.7,Green,Prime Borrowers
C03708,LN295981,46.2,Amber,Prime Borrowers
C03709,LN688847,61.7,Amber,High-Risk Borrowers
C03711,LN574930,56.9,Amber,Prime Borrowers
C03713,LN647671,21.4,Green,Prime Borrowers
C03714,LN619685,42.3,Amber,High-Risk Borrowers
C03716,LN620155,34.0,Green,Prime Borrowers
C03717,LN581218,55.1,Amber,High-Risk Borrowers
C03727,LN647967,33.5,Green,Prime Borrowers
C03729,LN818002,59.1,Amber,Near-Prime Borrowers
C03731,LN891652,65.5,Red,Prime Borrowers
C03732,LN496727,52.5,Amber,High-Risk Borrowers
C03735,LN538850,46.8,Amber,Prime Borrowers
C03737,LN704197,17.9,Green,Prime Borrowers
C03740,LN142939,17.8,Green,Prime Borrowers
C03743,LN341201,58.9,Amber,Prime Borrowers
C03744,LN314020,68.5,Red,High-Risk Borrowers
C03745,LN348749,55.6,Amber,High-Risk Borrowers
C03751,LN301779,47.0,Amber,Prime Borrowers
C03753,LN295806,25.7,Green,Near-Prime Borrowers
C03755,LN814494,23.4,Green,Near-Prime Borrowers
C03757,LN425170,16.7,Green,Near-Prime Borrowers
C03760,LN500773,46.3,Amber,Near-Prime Borrowers
C03761,LN294048,26.1,Green,Near-Prime Borrowers
C03762,LN695532,43.4,Amber,Prime Borrowers
C03764,LN991351,21.1,Green,Prime Borrowers
C03767,LN892842,23.6,Green,Prime Borrowers
C03768,LN646448,16.5,Green,Prime Borrowers
C03769,LN991804,31.6,Green,Prime Borrowers
C03774,LN224976,24.6,Green,Prime Borrowers
C03779,LN660165,8.7,Green,Prime Borrowers
C03780,LN514472,27.8,Green,High-Risk Borrowers
C03789,LN458399,59.3,Amber,High-Risk Borrowers
C03792,LN377530,60.0,Amber,Prime Borrowers
C03794,LN191777,30.5,Green,Prime Borrowers
C03795,LN548140,15.5,Green,Prime Borrowers
C03797,LN912005,53.7,Amber,High-Risk Borrowers
C03802,LN471334,65.2,Red,High-Risk Borrowers
C03804,LN309438,14.2,Green,Near-Prime Borrowers
C03805,LN664256,53.8,Amber,Prime Borrowers
C03806,LN222853,28.2,Green,High-Risk Borrowers
C03808,LN670839,26.3,Green,Prime Borrowers
C03809,LN632745,62.2,Amber,Prime Borrowers
C03816,LN137432,11.9,Green,Near-Prime Borrowers
C03819,LN333691,54.1,Amber,Prime Borrowers
C03821,LN750245,40.8,Amber,Prime Borrowers
C03823,LN683693,15.9,Green,Prime Borrowers
C03826,LN203493,39.9,Amber,Prime Borrowers
C03827,LN574788,18.8,Green,Prime Borrowers
C03828,LN341736,30.9,Green,Near-Prime Borrowers
C03833,LN178594,12.7,Green,Near-Prime Borrowers
C03836,LN713322,35.0,Amber,High-Risk Borrowers
C03839,LN381317,51.3,Amber,Prime Borrowers
C03840,LN373780,36.1,Amber,High-Risk Borrowers
C03842,LN163806,43.6,Amber,Prime Borrowers
C03843,LN253880,41.4,Amber,Prime Borrowers
C03847,LN104002,38.4,Amber,Prime Borrowers
C03849,LN214240,57.0,Amber,Near-Prime Borrowers
C03850,LN183339,74.2,Red,High-Risk Borrowers
C03851,LN570204,22.1,Green,Prime Borrowers
C03852,LN273018,30.9,Green,Subprime Borrowers
C03853,LN545047,14.0,Green,Prime Borrowers
C03854,LN558474,38.5,Amber,Prime Borrowers
C03855,LN799333,30.8,Green,Prime Borrowers
C03858,LN907109,45.4,Amber,High-Risk Borrowers
C03861,LN678908,20.5,Green,Subprime Borrowers
C03862,LN813280,56.5,Amber,Near-Prime Borrowers
C03863,LN790960,63.7,Amber,Near-Prime Borrowers
C03866,LN938307,45.6,Amber,Prime Borrowers
C03867,LN550467,42.2,Amber,Prime Borrowers
C03870,LN516539,42.6,Amber,Prime Borrowers
C03871,LN486268,53.6,Amber,Prime Borrowers
C03874,LN449770,72.1,Red,High-Risk Borrowers
C03877,LN710761,34.8,Green,Prime Borrowers
C03878,LN218072,35.8,Amber,Prime Borrowers
C03879,LN926490,43.3,Amber,Prime Borrowers
C03880,LN948124,15.1,Green,Prime Borrowers
C03882,LN142331,15.9,Green,Prime Borrowers
C03884,LN779185,19.6,Green,Near-Prime Borrowers
C03885,LN609153,71.5,Red,High-Risk Borrowers
C03887,LN911735,67.4,Red,High-Risk Borrowers
C03888,LN218373,30.7,Green,Prime Borrowers
C03889,LN197893,44.5,Amber,Prime Borrowers
C03890,LN858876,74.1,Red,High-Risk Borrowers
C03892,LN267045,54.2,Amber,Near-Prime Borrowers
C03894,LN813207,62.0,Amber,Near-Prime Borrowers
C03895,LN108899,27.6,Green,Prime Borrowers
C03896,LN224022,15.7,Green,Near-Prime Borrowers
C03899,LN159081,45.3,Amber,High-Risk Borrowers
C03900,LN592500,32.8,Green,Prime Borrowers
C03901,LN165385,11.7,Green,Prime Borrowers
C03902,LN225393,45.5,Amber,Near-Prime Borrowers
C03905,LN395127,61.5,Amber,Prime Borrowers
C03906,LN339708,17.2,Green,Prime Borrowers
C03909,LN567065,18.6,Green,Prime Borrowers
C03910,LN775267,49.5,Amber,Prime Borrowers
C03912,LN664797,44.4,Amber,Near-Prime Borrowers
C03913,LN257251,59.5,Amber,Prime Borrowers
C03916,LN270345,19.0,Green,Prime Borrowers
C03919,LN317179,29.0,Green,Prime Borrowers
C03921,LN422763,41.3,Amber,Near-Prime Borrowers
C03922,LN876868,16.8,Green,Near-Prime Borrowers
C03926,LN629820,16.0,Green,Prime Borrowers
C03927,LN255608,26.3,Green,Near-Prime Borrowers
C03928,LN755210,13.3,Green,Near-Prime Borrowers
C03930,LN746591,54.8,Amber,Prime Borrowers
C03933,LN983421,42.7,Amber,Prime Borrowers
C03934,LN663090,19.3,Green,Prime Borrowers
C03936,LN377182,22.2,Green,Prime Borrowers
C03937,LN576022,7.7,Green,Prime Borrowers
C03938,LN809504,56.1,Amber,Prime Borrowers
C03942,LN174980,58.3,Amber,Prime Borrowers
C03943,LN756522,17.4,Green,Prime Borrowers
C03944,LN143378,65.8,Red,Near-Prime Borrowers
C03945,LN133476,34.5,Green,Near-Prime Borrowers
C03946,LN697385,49.6,Amber,Prime Borrowers
C03949,LN756269,32.6,Green,Near-Prime Borrowers
C03951,LN608544,64.3,Amber,High-Risk Borrowers
C03953,LN751560,40.4,Amber,High-Risk Borrowers
C03954,LN571466,54.1,Amber,Prime Borrowers
C03956,LN469476,68.5,Red,High-Risk Borrowers
C03957,LN156404,38.7,Amber,Prime Borrowers
C03959,LN696416,54.6,Amber,Prime Borrowers
C03960,LN457082,14.5,Green,Prime Borrowers
C03961,LN131615,73.4,Red,Prime Borrowers
C03966,LN580624,19.1,Green,Near-Prime Borrowers
C03967,LN428699,15.7,Green,Near-Prime Borrowers
C03970,LN899311,15.4,Green,Prime Borrowers
C03971,LN717286,12.7,Green,Prime Borrowers
C03978,LN124287,15.5,Green,Prime Borrowers
C03979,LN907817,45.8,Amber,Near-Prime Borrowers
C03983,LN292141,66.2,Red,Near-Prime Borrowers
C03984,LN600763,73.8,Red,High-Risk Borrowers
C03986,LN333653,63.9,Amber,Prime Borrowers
C03987,LN150809,51.9,Amber,Prime Borrowers
C03988,LN216402,10.4,Green,Prime Borrowers
C03994,LN258409,36.7,Amber,Prime Borrowers
C03995,LN778562,36.6,Amber,Near-Prime Borrowers
C03998,LN783678,23.7,Green,Near-Prime Borrowers
C04001,LN388572,18.4,Green,Near-Prime Borrowers
C04003,LN977684,38.3,Amber,Prime Borrowers
C04006,LN453483,12.8,Green,Prime Borrowers
C04008,LN846764,28.5,Green,Prime Borrowers
C04012,LN813362,16.3,Green,Prime Borrowers
C04014,LN345814,29.0,Green,Prime Borrowers
C04015,LN703336,59.7,Amber,High-Risk Borrowers
C04021,LN709994,61.4,Amber,High-Risk Borrowers
C04023,LN146477,60.4,Amber,Prime Borrowers
C04024,LN326309,62.4,Amber,High-Risk Borrowers
C04025,LN706222,11.2,Green,Prime Borrowers
C04027,LN922997,46.4,Amber,Prime Borrowers
C04028,LN826443,23.5,Green,Subprime Borrowers
C04030,LN932021,16.7,Green,Prime Borrowers
C04031,LN496084,16.4,Green,Prime Borrowers
C04032,LN349200,68.7,Red,Prime Borrowers
C04033,LN833404,39.6,Amber,High-Risk Borrowers
C04037,LN261657,31.8,Green,Near-Prime Borrowers
C04038,LN335025,47.1,Amber,Prime Borrowers
C04040,LN269106,38.9,Amber,Near-Prime Borrowers
C04041,LN896527,56.0,Amber,Prime Borrowers
C04043,LN311732,68.8,Red,High-Risk Borrowers
C04044,LN958591,8.4,Green,Prime Borrowers
C04045,LN694153,30.4,Green,Near-Prime Borrowers
C04047,LN658368,39.9,Amber,Prime Borrowers
C04049,LN577036,18.8,Green,Prime Borrowers
C04054,LN681155,24.8,Green,Prime Borrowers
C04056,LN782312,11.8,Green,Prime Borrowers
C04057,LN623254,58.4,Amber,Prime Borrowers
C04058,LN252191,28.8,Green,Subprime Borrowers
C04059,LN115758,37.2,Amber,Prime Borrowers
C04060,LN175599,10.5,Green,Prime Borrowers
C04065,LN918112,28.5,Green,Subprime Borrowers
C04068,LN871685,14.3,Green,Prime Borrowers
C04073,LN315248,39.3,Amber,Prime Borrowers
C04074,LN557773,42.8,Amber,Prime Borrowers
C04075,LN320716,55.4,Amber,Prime Borrowers
C04076,LN168238,36.3,Amber,Prime Borrowers
C04079,LN509266,70.4,Red,High-Risk Borrowers
C04081,LN195036,58.4,Amber,High-Risk Borrowers
C04082,LN304295,38.8,Amber,Prime Borrowers
C04083,LN534239,57.1,Amber,Prime Borrowers
C04086,LN385306,12.4,Green,Prime Borrowers
C04087,LN132422,15.7,Green,Prime Borrowers
C04090,LN615784,43.0,Amber,Prime Borrowers
C04092,LN321864,35.0,Amber,Prime Borrowers
C04093,LN181171,15.2,Green,Prime Borrowers
C04098,LN261618,16.5,Green,Prime Borrowers
C04099,LN256257,13.6,Green,Prime Borrowers
C04103,LN116459,61.3,Amber,Prime Borrowers
C04107,LN627882,49.5,Amber,High-Risk Borrowers
C04108,LN996973,33.5,Green,Near-Prime Borrowers
C04110,LN125204,16.7,Green,Prime Borrowers
C04115,LN359450,53.3,Amber,Prime Borrowers
C04116,LN917808,46.2,Amber,Prime Borrowers
C04119,LN409347,67.5,Red,Prime Borrowers
C04122,LN829197,8.0,Green,Prime Borrowers
C04127,LN375746,18.8,Green,Prime Borrowers
C04128,LN605537,45.9,Amber,Prime Borrowers
C04131,LN118454,49.8,Amber,High-Risk Borrowers
C04133,LN146358,78.7,Red,High-Risk Borrowers
C04134,LN547833,11.1,Green,Near-Prime Borrowers
C04140,LN939172,70.3,Red,High-Risk Borrowers
C04142,LN276227,53.5,Amber,Prime Borrowers
C04143,LN238966,41.2,Amber,Prime Borrowers
C04145,LN662651,78.4,Red,High-Risk Borrowers
C04147,LN582874,61.4,Amber,Prime Borrowers
C04148,LN230526,41.3,Amber,High-Risk Borrowers
C04149,LN237564,59.7,Amber,High-Risk Borrowers
C04150,LN612922,13.1,Green,Near-Prime Borrowers
C04153,LN491415,50.8,Amber,Prime Borrowers
C04155,LN950708,37.7,Amber,Prime Borrowers
C04156,LN567690,51.5,Amber,High-Risk Borrowers
C04160,LN427532,10.8,Green,Near-Prime Borrowers
C04161,LN425507,40.2,Amber,Prime Borrowers
C04162,LN689399,63.5,Amber,Prime Borrowers
C04163,LN218755,62.9,Amber,High-Risk Borrowers
C04166,LN731774,36.7,Amber,Prime Borrowers
C04167,LN320165,43.1,Amber,High-Risk Borrowers
C04169,LN848435,12.8,Green,Prime Borrowers
C04170,LN527995,66.4,Red,Prime Borrowers
C04173,LN269049,25.6,Green,Prime Borrowers
C04177,LN685258,15.9,Green,Prime Borrowers
C04181,LN133679,70.8,Red,High-Risk Borrowers
C04182,LN749107,21.5,Green,Prime Borrowers
C04183,LN499486,71.1,Red,High-Risk Borrowers
C04184,LN703310,15.8,Green,Prime Borrowers
C04185,LN916393,42.6,Amber,High-Risk Borrowers
C04188,LN906906,15.8,Green,Prime Borrowers
C04189,LN580141,18.5,Green,Prime Borrowers
C04190,LN316957,31.1,Green,High-Risk Borrowers
C04193,LN852345,38.0,Amber,Prime Borrowers
C04195,LN543978,9.8,Green,Near-Prime Borrowers
C04200,LN618074,32.2,Green,Prime Borrowers
C04202,LN577401,16.7,Green,Near-Prime Borrowers
C04203,LN508912,63.7,Amber,Prime Borrowers
C04204,LN394512,10.9,Green,Prime Borrowers
C04205,LN442708,69.9,Red,High-Risk Borrowers
C04207,LN360717,26.6,Green,Prime Borrowers
C04210,LN194715,12.3,Green,Prime Borrowers
C04211,LN670805,38.2,Amber,High-Risk Borrowers
C04212,LN182070,13.8,Green,Near-Prime Borrowers
C04213,LN124407,24.7,Green,Prime Borrowers
C04218,LN924039,44.0,Amber,Prime Borrowers
C04220,LN630558,71.5,Red,High-Risk Borrowers
C04222,LN140854,34.6,Green,Near-Prime Borrowers
C04223,LN373682,11.3,Green,Near-Prime Borrowers
C04228,LN681190,29.9,Green,Prime Borrowers
C04230,LN356063,46.6,Amber,Prime Borrowers
C04232,LN219496,51.8,Amber,Prime Borrowers
C04234,LN746598,58.0,Amber,Prime Borrowers
C04235,LN865266,58.0,Amber,Prime Borrowers
C04236,LN645862,19.8,Green,Subprime Borrowers
C04245,LN640221,32.9,Green,Prime Borrowers
C04249,LN848770,37.7,Amber,Prime Borrowers
C04250,LN602039,37.4,Amber,Near-Prime Borrowers
C04251,LN332840,56.9,Amber,Prime Borrowers
C04252,LN900402,18.8,Green,Near-Prime Borrowers
C04255,LN317853,39.8,Amber,Prime Borrowers
C04257,LN340271,33.8,Green,Prime Borrowers
C04258,LN923627,70.2,Red,High-Risk Borrowers
C04261,LN731889,18.5,Green,Prime Borrowers
C04265,LN100654,48.4,Amber,Prime Borrowers
C04273,LN330382,49.8,Amber,High-Risk Borrowers
C04277,LN433217,13.5,Green,Near-Prime Borrowers
C04280,LN144353,11.3,Green,Prime Borrowers
C04281,LN814363,20.7,Green,Near-Prime Borrowers
C04282,LN470722,78.8,Red,High-Risk Borrowers
C04283,LN523575,14.1,Green,Near-Prime Borrowers
C04287,LN595882,60.1,Amber,Near-Prime Borrowers
C04289,LN392854,35.0,Amber,Prime Borrowers
C04293,LN620469,70.0,Red,Near-Prime Borrowers
C04298,LN993999,79.8,Red,High-Risk Borrowers
C04299,LN977877,49.0,Amber,Prime Borrowers
C04300,LN399437,51.3,Amber,Prime Borrowers
C04303,LN124896,34.6,Green,Near-Prime Borrowers
C04306,LN963984,30.8,Green,Prime Borrowers
C04308,LN475817,20.1,Green,Near-Prime Borrowers
C04311,LN252306,35.4,Amber,Prime Borrowers
C04312,LN773917,16.2,Green,Prime Borrowers
C04319,LN450764,64.9,Amber,Prime Borrowers
C04322,LN776974,37.8,Amber,Near-Prime Borrowers
C04323,LN671774,9.0,Green,Near-Prime Borrowers
C04326,LN126906,43.2,Amber,Prime Borrowers
C04328,LN333589,39.7,Amber,High-Risk Borrowers
C04330,LN311524,43.5,Amber,Prime Borrowers
C04331,LN897618,19.9,Green,Prime Borrowers
C04332,LN549980,52.5,Amber,High-Risk Borrowers
C04333,LN599929,12.4,Green,Prime Borrowers
C04334,LN839175,58.0,Amber,Prime Borrowers
C04337,LN615469,66.5,Red,Near-Prime Borrowers
C04340,LN711931,43.9,Amber,Prime Borrowers
C04342,LN450423,43.5,Amber,High-Risk Borrowers
C04344,LN157779,14.6,Green,Prime Borrowers
C04345,LN809804,44.8,Amber,High-Risk Borrowers
C04347,LN158011,25.9,Green,Prime Borrowers
C04355,LN266611,62.7,Amber,High-Risk Borrowers
C04359,LN738994,36.4,Amber,Prime Borrowers
C04360,LN829673,70.3,Red,High-Risk Borrowers
C04361,LN373642,32.9,Green,Prime Borrowers
C04362,LN199032,56.9,Amber,Prime Borrowers
C04365,LN653616,43.4,Amber,Prime Borrowers
C04366,LN758580,43.9,Amber,Near-Prime Borrowers
C04367,LN929882,30.1,Green,Near-Prime Borrowers
C04371,LN720065,40.1,Amber,Prime Borrowers
C04373,LN151152,52.9,Amber,Near-Prime Borrowers
C04375,LN366766,55.4,Amber,Prime Borrowers
C04379,LN698154,19.2,Green,Prime Borrowers
C04380,LN303945,45.5,Amber,Prime Borrowers
C04381,LN519032,69.6,Red,High-Risk Borrowers
C04387,LN756848,63.8,Amber,High-Risk Borrowers
C04389,LN856093,55.3,Amber,Near-Prime Borrowers
C04390,LN979852,33.5,Green,Near-Prime Borrowers
C04391,LN274850,62.0,Amber,Near-Prime Borrowers
C04395,LN272038,12.7,Green,Prime Borrowers
C04397,LN545857,40.8,Amber,High-Risk Borrowers
C04400,LN994028,37.5,Amber,Prime Borrowers
C04401,LN185761,13.4,Green,Prime Borrowers
C04403,LN486135,17.4,Green,Near-Prime Borrowers
C04405,LN967870,17.9,Green,Near-Prime Borrowers
C04412,LN211911,18.1,Green,Prime Borrowers
C04419,LN642923,59.3,Amber,Prime Borrowers
C04420,LN327642,28.9,Green,Near-Prime Borrowers
C04421,LN481550,42.2,Amber,Prime Borrowers
C04423,LN395085,32.1,Green,Prime Borrowers
C04424,LN808429,74.5,Red,Prime Borrowers
C04426,LN334288,62.4,Amber,Prime Borrowers
C04427,LN235155,61.9,Amber,High-Risk Borrowers
C04428,LN680498,77.3,Red,High-Risk Borrowers
C04429,LN162492,44.0,Amber,Prime Borrowers
C04430,LN968615,21.8,Green,Near-Prime Borrowers
C04433,LN571080,48.5,Amber,High-Risk Borrowers
C04434,LN112765,73.6,Red,High-Risk Borrowers
C04435,LN506039,61.1,Amber,Prime Borrowers
C04437,LN424039,11.9,Green,Prime Borrowers
C04438,LN649986,12.4,Green,Prime Borrowers
C04439,LN750540,54.1,Amber,Prime Borrowers
C04441,LN625452,61.9,Amber,High-Risk Borrowers
C04443,LN931509,30.5,Green,Prime Borrowers
C04444,LN508214,41.4,Amber,Prime Borrowers
C04446,LN312776,40.7,Amber,Prime Borrowers
C04451,LN429281,60.5,Amber,Prime Borrowers
C04455,LN519515,8.6,Green,Prime Borrowers
C04456,LN781179,13.5,Green,Prime Borrowers
C04457,LN940699,45.6,Amber,High-Risk Borrowers
C04458,LN515464,19.7,Green,Near-Prime Borrowers
C04462,LN468897,43.0,Amber,Prime Borrowers
C04464,LN865415,73.6,Red,High-Risk Borrowers
C04465,LN663504,32.9,Green,Near-Prime Borrowers
C04466,LN726702,18.0,Green,Prime Borrowers
C04469,LN728778,34.8,Green,Prime Borrowers
C04471,LN393080,54.5,Amber,Prime Borrowers
C04473,LN219273,8.2,Green,Prime Borrowers
C04477,LN577019,72.1,Red,High-Risk Borrowers
C04479,LN714418,31.2,Green,Near-Prime Borrowers
C04480,LN978216,48.3,Amber,High-Risk Borrowers
C04481,LN201863,56.0,Amber,Prime Borrowers
C04483,LN768467,40.4,Amber,Prime Borrowers
C04484,LN667118,13.1,Green,Prime Borrowers
C04486,LN872510,64.5,Amber,Prime Borrowers
C04487,LN888397,69.7,Red,High-Risk Borrowers
C04489,LN186595,40.8,Amber,Near-Prime Borrowers
C04490,LN663227,67.3,Red,High-Risk Borrowers
C04491,LN369151,60.8,Amber,Prime Borrowers
C04493,LN951493,11.5,Green,Prime Borrowers
C04496,LN736669,58.2,Amber,High-Risk Borrowers
C04501,LN206992,15.6,Green,Prime Borrowers
C04502,LN647576,65.6,Red,Prime Borrowers
C04505,LN715960,60.6,Amber,High-Risk Borrowers
C04506,LN243174,37.1,Amber,Prime Borrowers
C04507,LN272068,76.0,Red,High-Risk Borrowers
C04510,LN972277,72.1,Red,High-Risk Borrowers
C04514,LN603172,17.8,Green,Near-Prime Borrowers
C04515,LN284707,60.4,Amber,Near-Prime Borrowers
C04517,LN346405,56.6,Amber,Prime Borrowers
C04519,LN406141,58.5,Amber,Prime Borrowers
