loan_id,customer_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted
LN594389,C04559,Business,2194940,1590025,60,11.9,35288.93,0.61,2025-10-02,63,37,0.398,High,0,Insufficient Repayment Capacity,2.29,Rejected,0
LN710687,C04560,Home Renovation,191221,137867,60,11.89,3059.12,0.05,2025-01-12,30,70,0.2,Medium,1,N/A,0.18,Active,0
LN188263,C04561,Vehicle,826006,662234,36,9.77,21296.99,0.2,2025-06-08,13,87,0.098,Low,1,N/A,0.52,Closed,0
LN897185,C04562,Personal,6390450,5133061,12,14.04,460979.37,2.68,2026-05-19,51,49,0.326,High,0,Insufficient Repayment Capacity,2.48,Rejected,0
LN653351,C04563,Vehicle,3615291,2547038,24,8.12,115335.08,0.97,2025-10-11,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.79,Rejected,0
LN840701,C04564,Personal,80256,73581,12,19.71,6805.93,0.03,2025-01-07,25,75,0.17,Medium,1,N/A,0.03,Active,0
LN567629,C04565,Medical,150032,131840,24,19.01,6646.51,0.74,2026-01-02,98,2,0.608,High,0,High Risk,1.23,Rejected,0
LN241453,C04566,Personal,138761,103654,36,23.74,4052.51,0.28,2025-06-21,68,32,0.428,High,1,N/A,0.6,Closed,0
LN260782,C04567,Vehicle,1944069,1608946,48,10.03,40830.21,0.37,2025-09-27,37,63,0.242,Medium,1,N/A,1.21,Active,0
LN857369,C04568,Personal,1743606,1705805,36,15.0,59132.29,0.73,2025-08-01,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.76,Rejected,0
LN424104,C04569,Business,3719491,2781434,48,10.17,70771.65,0.51,2025-11-17,37,63,0.242,Medium,1,N/A,1.67,Active,0
LN304777,C04570,Business,3603199,3349857,48,10.56,85864.76,0.63,2025-03-10,58,42,0.368,High,0,Insufficient Repayment Capacity,2.03,Rejected,0
LN127221,C04571,Personal,216463,199005,36,25.75,7991.56,0.62,2025-06-01,80,20,0.5,High,1,N/A,1.29,Active,0
LN434051,C04572,Business,1228655,1113938,48,13.74,30294.92,0.4,2024-09-27,30,70,0.2,Medium,1,N/A,1.23,Closed,0
LN989924,C04573,Education,217944,152728,48,11.29,3968.88,0.17,2025-12-11,51,49,0.326,High,1,N/A,0.54,Closed,0
LN908411,C04574,Vehicle,857285,799547,60,9.9,16948.7,0.25,2025-10-26,18,82,0.128,Low,1,N/A,1.0,Closed,0
LN147304,C04575,Personal,2340749,2290767,12,22.44,214888.31,2.34,2024-07-27,48,52,0.308,Medium,0,Insufficient Repayment Capacity,2.08,Rejected,0
LN383766,C04576,Medical,303478,228124,24,15.5,11115.24,0.49,2024-09-01,58,42,0.368,High,1,N/A,0.83,Active,0
LN333348,C04577,Home Renovation,1683241,1210921,48,10.08,30758.63,0.44,2026-03-02,38,62,0.248,Medium,1,N/A,1.44,Active,0
LN952913,C04578,Vehicle,1563041,1373582,60,11.76,30388.25,0.6,2026-05-23,58,42,0.368,High,0,Insufficient Repayment Capacity,2.27,Rejected,0
LN658060,C04579,Personal,767894,544761,12,17.18,49731.34,0.64,2026-01-26,40,60,0.26,Medium,1,N/A,0.58,Active,0
LN516981,C04580,Vehicle,1945298,1451943,48,9.4,36408.07,0.47,2025-11-08,37,63,0.242,Medium,1,N/A,1.58,Active,0
LN525214,C04581,Medical,4694102,3891330,36,13.56,132166.36,1.26,2025-02-22,48,52,0.308,Medium,0,Insufficient Repayment Capacity,3.09,Rejected,0
LN803648,C04582,Home Renovation,765523,551907,48,10.01,14000.44,0.14,2026-05-23,42,58,0.272,Medium,1,N/A,0.46,Active,0
LN542548,C04583,Vehicle,828539,789432,24,10.64,36661.91,0.4,2025-07-11,42,58,0.272,Medium,1,N/A,0.72,Active,0
LN818402,C04584,Medical,592224,545332,36,15.75,19105.02,0.3,2024-08-30,28,72,0.188,Medium,1,N/A,0.72,Closed,0
LN720203,C04585,Vehicle,448939,339540,24,8.73,15469.77,0.13,2024-06-24,3,97,0.038,Low,1,N/A,0.23,Closed,0
LN814914,C04586,Home Renovation,50000,42678,48,12.12,1126.39,0.52,2025-09-14,100,0,0.62,High,0,High Risk,1.65,Rejected,0
LN309515,C04587,Personal,1584931,1546045,12,13.18,138219.12,1.14,2025-05-02,20,80,0.14,Low,0,Insufficient Repayment Capacity,1.06,Rejected,0
LN174988,C04588,Vehicle,1349005,1296809,24,8.08,58698.49,1.38,2025-11-14,59,41,0.374,High,0,Insufficient Repayment Capacity,2.53,Rejected,0
LN922125,C04589,Home Renovation,1185735,835091,60,9.59,17575.22,0.32,2025-03-05,70,30,0.44,High,1,N/A,1.28,Closed,0
LN652746,C04590,Business,776840,587398,36,11.74,19437.16,0.35,2025-10-25,35,65,0.23,Medium,1,N/A,0.87,Active,0
LN498863,C04591,Home Renovation,59610,43793,48,12.04,1154.1,0.09,2024-12-02,96,4,0.596,High,0,High Risk,0.27,Rejected,0
LN424490,C04592,Business,300000,295608,36,14.9,10232.88,1.74,2024-09-07,100,0,0.62,High,0,High Risk,4.18,Rejected,0
LN769363,C04593,Personal,1509721,1061701,36,20.3,39619.09,0.81,2024-10-16,55,45,0.35,High,0,Insufficient Repayment Capacity,1.8,Rejected,0
LN747092,C04594,Personal,536781,461995,36,13.96,15780.92,0.12,2025-12-08,20,80,0.14,Low,1,N/A,0.3,Active,0
LN939348,C04595,Vehicle,1506174,1191316,48,10.46,30478.71,0.55,2025-07-16,22,78,0.152,Low,1,N/A,1.78,Active,0
LN932350,C04596,Home Renovation,1982243,1482718,60,10.5,31869.39,0.52,2024-10-23,68,32,0.428,High,0,Insufficient Repayment Capacity,2.03,Rejected,0
LN992435,C04597,Personal,784373,630152,12,14.35,56683.36,0.98,2025-03-25,15,85,0.11,Low,0,Insufficient Repayment Capacity,0.91,Rejected,0
LN584948,C04598,Education,164469,122793,48,13.42,3319.88,0.4,2025-10-04,58,42,0.368,High,1,N/A,1.22,Defaulted,1
LN368666,C04599,Vehicle,366834,302943,24,11.03,14123.74,0.21,2025-10-10,35,65,0.23,Medium,1,N/A,0.37,Closed,0
LN634151,C04600,Vehicle,3353209,3168473,60,9.85,67087.07,0.47,2025-08-23,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.85,Rejected,0
LN286501,C04601,Personal,260295,238121,24,17.31,11808.74,0.65,2025-10-02,65,35,0.41,High,1,N/A,1.1,Closed,0
LN463519,C04602,Education,339617,256574,60,8.33,5243.01,0.18,2025-02-15,46,54,0.296,Medium,1,N/A,0.74,Defaulted,1
LN328547,C04603,Vehicle,218607,181269,36,10.58,5898.53,0.12,2024-08-17,0,100,0.02,Low,1,N/A,0.3,Active,0
LN785132,C04604,Education,466134,463826,60,12.8,10506.04,0.39,2024-06-15,100,0,0.62,High,0,High Risk,1.45,Rejected,0
LN881979,C04605,Medical,5499126,4346445,36,14.19,148952.6,1.02,2026-03-31,58,42,0.368,High,0,Insufficient Repayment Capacity,2.47,Rejected,0
LN406507,C04606,Personal,683790,638952,12,19.82,59133.97,2.34,2025-04-12,76,24,0.476,High,0,Insufficient Repayment Capacity,2.11,Rejected,0
LN126540,C04607,Business,1215612,1057635,36,11.77,35012.55,0.98,2025-06-05,68,32,0.428,High,0,Insufficient Repayment Capacity,2.46,Rejected,0
LN123748,C04608,Home Renovation,1058542,799553,48,11.14,20719.27,0.7,2024-12-25,83,17,0.518,High,0,High Risk,2.24,Rejected,0
LN248307,C04609,Business,4102173,3642849,48,12.4,96647.19,0.68,2024-07-25,58,42,0.368,High,0,Insufficient Repayment Capacity,2.13,Rejected,0
LN846402,C04610,Home Renovation,5170935,4862633,60,9.49,102100.58,0.83,2025-06-29,60,40,0.38,High,0,Insufficient Repayment Capacity,3.29,Rejected,0
LN654769,C04611,Vehicle,200000,158761,48,12.96,4256.01,1.83,2025-03-01,100,0,0.62,High,0,High Risk,5.7,Rejected,0
LN222832,C04612,Vehicle,1101460,1079513,36,9.76,34711.34,0.35,2026-05-10,15,85,0.11,Low,1,N/A,0.9,Closed,0
LN564010,C04613,Vehicle,1624516,1599284,24,7.54,71996.22,1.46,2024-12-04,36,64,0.236,Medium,0,Insufficient Repayment Capacity,2.71,Rejected,0
LN745233,C04614,Personal,57356,45592,12,14.73,4109.25,0.65,2024-10-28,73,27,0.458,High,0,Insufficient Repayment Capacity,0.6,Rejected,0
LN571728,C04615,Home Renovation,62161,47277,60,12.4,1061.23,0.09,2024-11-29,100,0,0.62,High,0,High Risk,0.34,Rejected,0
LN840762,C04616,Education,187827,183129,60,13.38,4202.46,0.4,2024-06-28,63,37,0.398,High,1,N/A,1.47,Defaulted,1
LN783671,C04617,Personal,1547298,1187288,24,15.15,57652.27,0.44,2026-03-14,20,80,0.14,Low,1,N/A,0.76,Active,0
LN254784,C04618,Vehicle,677272,546215,60,10.04,11616.21,0.3,2024-12-21,23,77,0.158,Low,1,N/A,1.17,Defaulted,1
LN782106,C04619,Home Renovation,2373997,2029535,48,10.01,51484.0,0.67,2025-08-04,68,32,0.428,High,0,Insufficient Repayment Capacity,2.2,Rejected,0
LN738574,C04620,Personal,1886268,1504834,36,11.01,49273.46,0.37,2025-05-05,35,65,0.23,Medium,1,N/A,0.95,Defaulted,1
LN706841,C04621,Home Renovation,2587226,2079700,48,9.63,52377.79,0.38,2024-08-14,32,68,0.212,Medium,1,N/A,1.27,Active,0
LN608788,C04622,Home Renovation,1758395,1254619,48,8.08,30676.05,0.35,2025-03-30,22,78,0.152,Low,1,N/A,1.2,Defaulted,1
LN696159,C04623,Medical,1293307,1073042,36,12.69,35995.01,0.46,2024-08-02,32,68,0.212,Medium,1,N/A,1.15,Closed,0
LN853343,C04624,Home Renovation,1256397,1087597,48,11.11,28167.65,0.69,2025-12-31,58,42,0.368,High,0,Insufficient Repayment Capacity,2.22,Rejected,0
LN993393,C04625,Business,1211877,926564,60,11.86,20545.41,0.11,2025-11-29,15,85,0.11,Low,1,N/A,0.41,Active,0
LN640380,C04626,Business,2115716,1484326,60,12.62,33484.94,0.49,2025-04-27,50,50,0.32,High,0,Insufficient Repayment Capacity,1.81,Rejected,0
LN602140,C04627,Medical,1508097,1482276,24,14.06,71210.37,0.67,2025-07-24,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.16,Rejected,0
LN844968,C04628,Vehicle,1099725,807955,36,10.95,26432.28,0.2,2025-01-27,13,87,0.098,Low,1,N/A,0.5,Active,0
LN659642,C04629,Vehicle,2425585,1917860,48,8.25,47045.96,0.79,2025-05-14,51,49,0.326,High,0,Insufficient Repayment Capacity,2.69,Rejected,0
LN240129,C04630,Personal,1677661,1654943,36,20.9,62265.15,0.48,2025-11-18,27,73,0.182,Medium,1,N/A,1.06,Active,0
LN982306,C04631,Medical,456056,399471,36,15.72,13989.06,0.15,2026-01-03,26,74,0.176,Medium,1,N/A,0.37,Closed,0
LN796064,C04632,Medical,1818978,1458842,12,14.69,131459.31,1.54,2025-05-22,70,30,0.44,High,0,Insufficient Repayment Capacity,1.42,Rejected,0
LN719827,C04633,Home Renovation,2186510,1663475,48,8.08,40672.78,0.54,2025-06-23,55,45,0.35,High,0,Insufficient Repayment Capacity,1.84,Rejected,0
LN633903,C04634,Personal,4133791,3201174,24,12.15,150914.71,1.2,2025-01-07,51,49,0.326,High,0,Insufficient Repayment Capacity,2.13,Rejected,0
LN814614,C04635,Medical,910267,878871,12,16.24,79840.57,1.2,2025-06-06,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.1,Rejected,0
LN690766,C04636,Vehicle,336915,290866,60,10.56,6260.49,0.09,2025-08-01,31,69,0.206,Medium,1,N/A,0.35,Active,0
LN343550,C04637,Vehicle,2763608,2008955,36,11.11,65875.31,0.9,2026-05-24,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.28,Rejected,0
LN675384,C04638,Vehicle,1515089,1225672,24,10.74,56978.08,1.27,2025-03-12,46,54,0.296,Medium,0,Insufficient Repayment Capacity,2.28,Rejected,0
LN360938,C04639,Vehicle,1934974,1531617,60,10.34,32799.16,0.29,2024-06-06,37,63,0.242,Medium,1,N/A,1.14,Defaulted,1
LN283037,C04640,Personal,676204,564996,36,21.77,21510.28,0.3,2025-02-21,47,53,0.302,Medium,1,N/A,0.67,Defaulted,1
LN192664,C04641,Business,3465387,3219834,36,12.88,108302.92,0.91,2025-05-17,46,54,0.296,Medium,0,Insufficient Repayment Capacity,2.25,Rejected,0
LN162307,C04642,Medical,205098,190175,24,17.76,9472.28,0.37,2024-07-09,63,37,0.398,High,1,N/A,0.63,Defaulted,1
LN496504,C04643,Home Renovation,2207032,2001165,60,8.31,40873.96,0.66,2025-08-03,51,49,0.326,High,0,Insufficient Repayment Capacity,2.7,Rejected,0
LN647110,C04644,Business,2507291,2134660,48,13.13,57405.41,1.03,2024-08-04,45,55,0.29,Medium,0,Insufficient Repayment Capacity,3.18,Rejected,0
LN266400,C04645,Business,1411763,1036058,48,11.83,27196.98,0.23,2026-05-12,30,70,0.2,Medium,1,N/A,0.73,Closed,0
LN171029,C04646,Personal,3252518,2633069,36,12.31,87845.94,0.61,2025-03-22,50,50,0.32,High,0,Insufficient Repayment Capacity,1.53,Rejected,0
LN136477,C04647,Personal,3032081,2427705,12,12.45,216210.05,1.51,2025-09-18,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.41,Rejected,0
LN282128,C04648,Education,269462,207866,36,10.53,6759.09,0.36,2025-12-29,58,42,0.368,High,1,N/A,0.93,Closed,0
LN822306,C04649,Medical,2968065,2436606,12,16.79,221987.29,1.66,2025-02-22,55,45,0.35,High,0,Insufficient Repayment Capacity,1.52,Rejected,0
LN846383,C04650,Vehicle,4178685,3032734,60,10.32,64915.19,0.44,2025-07-26,30,70,0.2,Medium,1,N/A,1.73,Defaulted,1
LN136786,C04651,Vehicle,444127,315817,36,10.31,10236.55,0.18,2025-05-12,18,82,0.128,Low,1,N/A,0.47,Active,0
LN496751,C04652,Business,6773464,4958155,60,13.34,113678.1,0.69,2026-02-23,58,42,0.368,High,0,Insufficient Repayment Capacity,2.49,Rejected,0
LN470226,C04653,Home Renovation,814597,650469,48,8.49,16029.89,0.38,2025-06-20,42,58,0.272,Medium,1,N/A,1.29,Active,0
LN583877,C04654,Vehicle,1849170,1834227,60,9.89,38872.7,0.42,2026-01-06,0,100,0.02,Low,1,N/A,1.64,Closed,0
LN343594,C04655,Education,306998,258899,48,11.7,6779.73,0.36,2025-12-13,88,12,0.548,High,0,High Risk,1.14,Rejected,0
LN554834,C04656,Education,358032,259911,48,10.79,6691.06,0.27,2025-01-17,63,37,0.398,High,1,N/A,0.89,Defaulted,1
LN591873,C04657,Home Renovation,1085501,1031841,60,10.99,22429.58,0.52,2026-04-15,30,70,0.2,Medium,1,N/A,2.0,Closed,0
LN482463,C04658,Personal,1976386,1799091,24,22.1,93422.39,1.07,2024-10-24,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.72,Rejected,0
LN704962,C04659,Education,228325,212928,48,9.71,5370.8,0.24,2025-01-28,53,47,0.338,High,1,N/A,0.78,Active,0
LN711590,C04660,Business,1263435,1108547,60,13.82,25690.62,0.31,2024-10-13,42,58,0.272,Medium,1,N/A,1.11,Defaulted,1
LN175852,C04661,Business,300000,273282,36,17.16,9765.02,0.91,2025-01-18,100,0,0.62,High,0,High Risk,2.12,Rejected,0
LN547054,C04662,Home Renovation,2699357,2662870,60,8.45,54568.71,0.6,2025-01-10,48,52,0.308,Medium,1,N/A,2.42,Defaulted,1
LN929868,C04663,Personal,6397086,5644933,12,17.93,517339.38,2.77,2025-03-13,63,37,0.398,High,0,Insufficient Repayment Capacity,2.52,Rejected,0
LN150876,C04664,Home Renovation,125806,95007,60,10.89,2060.47,0.07,2024-06-22,50,50,0.32,High,1,N/A,0.27,Defaulted,1
LN463291,C04665,Vehicle,3782765,3521272,24,9.68,161969.25,1.69,2026-05-30,65,35,0.41,High,0,Insufficient Repayment Capacity,3.07,Rejected,0
LN701424,C04666,Personal,4442410,4187138,36,13.2,141484.92,0.98,2025-08-05,73,27,0.458,High,0,Insufficient Repayment Capacity,2.42,Rejected,0
LN779713,C04667,Medical,449850,317533,24,11.76,14911.82,0.15,2026-04-10,25,75,0.17,Medium,1,N/A,0.26,Closed,0
LN102304,C04668,Business,628007,446024,36,14.15,15276.56,0.31,2025-03-07,57,43,0.362,High,1,N/A,0.75,Closed,0
LN729589,C04669,Personal,4179714,3004918,36,12.75,100886.1,0.89,2025-04-06,36,64,0.236,Medium,0,Insufficient Repayment Capacity,2.22,Rejected,0
LN744399,C04670,Home Renovation,1452224,1263562,60,8.21,25747.66,0.3,2025-05-13,60,40,0.38,High,1,N/A,1.22,Closed,0
LN653187,C04671,Vehicle,200000,165590,60,13.62,3820.45,0.42,2024-09-14,100,0,0.62,High,0,High Risk,1.51,Rejected,0
LN813826,C04672,Medical,93431,83689,24,17.02,4138.58,0.71,2024-11-16,93,7,0.578,High,0,High Risk,1.2,Rejected,0
LN491837,C04673,Personal,1769592,1516013,24,17.48,75305.23,0.77,2024-10-20,50,50,0.32,High,0,Insufficient Repayment Capacity,1.3,Rejected,0
LN121637,C04674,Vehicle,2217968,1925071,24,10.68,89437.66,0.46,2024-08-11,60,40,0.38,High,0,Insufficient Repayment Capacity,0.83,Rejected,0
LN126815,C04675,Vehicle,1107557,1074616,24,9.21,49197.16,0.93,2024-06-23,58,42,0.368,High,0,Insufficient Repayment Capacity,1.69,Rejected,0
LN494805,C04676,Home Renovation,223194,170087,60,8.22,3466.69,0.13,2024-12-03,48,52,0.308,Medium,1,N/A,0.54,Closed,0
LN637973,C04677,Education,141064,125095,60,11.05,2722.99,0.19,2025-12-16,83,17,0.518,High,0,High Risk,0.73,Rejected,0
LN230269,C04678,Medical,3022556,2248072,36,14.86,77776.12,0.6,2026-03-02,17,83,0.122,Low,1,N/A,1.45,Defaulted,1
LN843387,C04679,Home Renovation,2566628,1892692,60,10.03,40242.06,0.18,2025-04-19,15,85,0.11,Low,1,N/A,0.69,Active,0
LN396393,C04680,Home Renovation,5779108,4247258,60,10.04,90325.3,0.62,2025-01-08,51,49,0.326,High,1,N/A,2.42,Defaulted,1
LN717576,C04681,Personal,186198,140757,12,15.91,12765.01,0.67,2024-11-28,100,0,0.62,High,0,High Risk,0.62,Rejected,0
LN448870,C04682,Medical,50951,47462,36,20.99,1787.89,0.13,2025-10-17,91,9,0.566,High,0,High Risk,0.3,Rejected,0
LN710785,C04683,Personal,5784106,5063979,36,23.42,197135.47,1.44,2024-12-09,48,52,0.308,Medium,0,Insufficient Repayment Capacity,3.09,Rejected,0
LN735678,C04684,Medical,3994921,3621068,24,13.22,172526.59,1.85,2026-03-21,58,42,0.368,High,0,Insufficient Repayment Capacity,3.24,Rejected,0
LN388533,C04685,Home Renovation,417105,352862,60,10.06,7507.7,0.21,2025-01-15,25,75,0.17,Medium,1,N/A,0.82,Closed,0
LN487798,C04686,Vehicle,487829,450624,60,8.02,9141.34,0.1,2025-07-21,36,64,0.236,Medium,1,N/A,0.4,Active,0
LN362218,C04687,Vehicle,4188581,3306434,48,11.69,86568.68,0.78,2024-07-19,53,47,0.338,High,0,Insufficient Repayment Capacity,2.47,Rejected,0
LN111776,C04688,Home Renovation,611239,514599,48,11.86,13516.02,0.4,2024-10-05,50,50,0.32,High,0,Insufficient Repayment Capacity,1.27,Rejected,0
LN876972,C04689,Personal,1802532,1295270,36,18.65,47250.55,0.61,2025-01-05,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.4,Rejected,0
LN979933,C04690,Business,1393132,1307372,36,14.25,44841.79,0.59,2025-08-30,30,70,0.2,Medium,1,N/A,1.42,Defaulted,1
LN934038,C04691,Home Renovation,1164246,1112553,60,9.64,23441.87,0.57,2025-03-13,58,42,0.368,High,0,Insufficient Repayment Capacity,2.24,Rejected,0
LN420688,C04692,Education,163539,114565,36,12.6,3838.11,0.34,2025-07-04,68,32,0.428,High,1,N/A,0.85,Active,0
LN977318,C04693,Personal,53549,43530,36,20.58,1630.62,0.13,2025-08-04,100,0,0.62,High,0,High Risk,0.28,Rejected,0
LN525592,C04694,Personal,100778,73111,24,23.36,3842.14,0.24,2026-04-21,80,20,0.5,High,1,N/A,0.37,Closed,0
LN568998,C04695,Personal,200394,195097,12,24.64,18508.77,1.0,2026-05-26,98,2,0.608,High,0,High Risk,0.88,Rejected,0
LN566771,C04696,Business,1639546,1398769,60,13.26,32012.77,0.39,2025-04-08,37,63,0.242,Medium,1,N/A,1.42,Active,0
LN580072,C04697,Medical,4776743,4035844,36,17.86,145622.14,1.09,2024-11-15,63,37,0.398,High,0,Insufficient Repayment Capacity,2.51,Rejected,0
LN417087,C04698,Business,2383890,1764133,48,11.71,46205.59,0.38,2025-06-06,50,50,0.32,High,0,Insufficient Repayment Capacity,1.2,Rejected,0
LN127715,C04699,Education,276752,226523,48,9.87,5731.08,0.36,2025-09-28,65,35,0.41,High,1,N/A,1.17,Closed,0
LN318524,C04700,Medical,615373,559289,36,13.91,19090.73,0.16,2024-11-28,18,82,0.128,Low,1,N/A,0.4,Closed,0
LN455832,C04701,Home Renovation,2073126,1745046,60,11.45,38334.32,0.64,2025-10-23,59,41,0.374,High,0,Insufficient Repayment Capacity,2.43,Rejected,0
LN665820,C04702,Home Renovation,1833626,1720774,48,11.01,44482.66,0.28,2026-04-27,42,58,0.272,Medium,1,N/A,0.9,Defaulted,1
LN551334,C04703,Medical,5017179,3736619,24,11.26,174607.13,1.03,2024-08-26,50,50,0.32,High,0,Insufficient Repayment Capacity,1.83,Rejected,0
LN397004,C04704,Home Renovation,386125,296200,60,9.49,6219.3,0.12,2024-08-01,18,82,0.128,Low,1,N/A,0.48,Active,0
LN917672,C04705,Medical,1788546,1547445,12,16.98,141119.65,3.07,2025-09-03,51,49,0.326,High,0,Insufficient Repayment Capacity,2.8,Rejected,0
LN306707,C04706,Medical,1215022,1184545,24,12.77,56187.54,0.78,2025-02-18,50,50,0.32,High,0,Insufficient Repayment Capacity,1.38,Rejected,0
LN402015,C04707,Home Renovation,50000,48901,60,12.23,1093.47,0.63,2025-12-26,100,0,0.62,High,0,High Risk,2.35,Rejected,0
LN144932,C04708,Business,1301041,1116895,48,11.23,28991.65,0.37,2025-02-03,25,75,0.17,Medium,1,N/A,1.18,Active,0
LN628859,C04709,Vehicle,4438335,3779305,36,9.67,121362.84,0.85,2025-02-04,33,67,0.218,Medium,0,Insufficient Repayment Capacity,2.2,Rejected,0
LN658985,C04710,Personal,3087935,2565765,12,19.58,237162.93,2.48,2025-04-16,73,27,0.458,High,0,Insufficient Repayment Capacity,2.23,Rejected,0
LN587045,C04711,Medical,559589,470105,36,14.9,16273.33,0.65,2025-09-21,80,20,0.5,High,0,Insufficient Repayment Capacity,1.57,Rejected,0
LN274057,C04712,Medical,1199755,1164060,24,16.31,57168.57,0.34,2024-11-13,45,55,0.29,Medium,1,N/A,0.57,Defaulted,1
LN224938,C04713,Business,1123145,1034195,60,10.39,22172.57,0.23,2025-04-18,23,77,0.158,Low,1,N/A,0.89,Active,0
LN685115,C04714,Medical,1774344,1435771,36,18.91,52564.34,1.16,2024-09-14,53,47,0.338,High,0,Insufficient Repayment Capacity,2.63,Rejected,0
LN114813,C04715,Education,373385,312183,48,10.13,7937.27,0.35,2024-12-17,51,49,0.326,High,1,N/A,1.14,Active,0
LN192720,C04716,Medical,143173,134056,36,19.24,4930.24,0.19,2024-06-16,63,37,0.398,High,1,N/A,0.42,Defaulted,1
LN225026,C04717,Business,862234,808984,36,11.8,26792.63,0.58,2026-04-08,45,55,0.29,Medium,1,N/A,1.45,Closed,0
LN362775,C04718,Education,102890,84886,36,11.78,2810.52,0.2,2024-06-20,68,32,0.428,High,1,N/A,0.5,Defaulted,1
LN840650,C04719,Medical,3144588,2523735,12,13.53,226041.16,2.07,2024-09-09,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.92,Rejected,0
LN964002,C04720,Home Renovation,1216038,1005041,48,9.6,25297.8,0.39,2024-12-27,47,53,0.302,Medium,1,N/A,1.3,Defaulted,1
LN267190,C04721,Personal,2290978,1943705,36,17.38,69666.54,0.5,2026-04-10,57,43,0.362,High,1,N/A,1.16,Defaulted,1
LN994423,C04722,Personal,2071375,1464253,12,22.14,137144.53,1.46,2024-08-17,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.3,Rejected,0
LN794231,C04723,Home Renovation,6574832,5070239,60,8.57,104194.86,0.47,2025-12-17,20,80,0.14,Low,1,N/A,1.89,Active,0
LN213902,C04724,Home Renovation,2432990,1925232,60,9.17,40123.68,0.33,2026-02-10,23,77,0.158,Low,1,N/A,1.32,Closed,0
LN821306,C04725,Personal,5127909,4354488,36,22.44,167292.7,1.39,2024-12-29,50,50,0.32,High,0,Insufficient Repayment Capacity,3.02,Rejected,0
LN214586,C04726,Medical,5236139,4328298,24,16.85,213689.02,1.56,2024-09-22,53,47,0.338,High,0,Insufficient Repayment Capacity,2.63,Rejected,0
LN849813,C04727,Personal,316370,288143,12,23.69,27203.48,0.78,2025-02-20,45,55,0.29,Medium,0,Insufficient Repayment Capacity,0.69,Rejected,0
LN968955,C04728,Vehicle,1260961,964559,48,8.27,23670.14,0.14,2025-05-12,5,95,0.05,Low,1,N/A,0.49,Closed,0
LN887888,C04729,Home Renovation,798466,651154,60,8.8,13453.77,0.08,2026-02-26,40,60,0.26,Medium,1,N/A,0.32,Active,0
LN209397,C04730,Business,4105437,2911832,36,14.1,99661.0,0.82,2025-05-01,48,52,0.308,Medium,0,Insufficient Repayment Capacity,2.0,Rejected,0
LN301950,C04731,Education,144689,140074,48,11.49,3653.71,0.18,2025-08-22,75,25,0.47,High,1,N/A,0.59,Closed,0
LN715386,C04732,Personal,1489761,1484420,36,20.29,55385.95,1.29,2024-09-16,53,47,0.338,High,0,Insufficient Repayment Capacity,2.87,Rejected,0
LN127930,C04733,Home Renovation,5395640,4901806,48,7.92,119483.42,1.02,2025-09-05,65,35,0.41,High,0,Insufficient Repayment Capacity,3.49,Rejected,0
LN760226,C04734,Personal,1820823,1807268,36,16.6,64074.83,0.48,2026-01-31,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.14,Rejected,0
LN460770,C04735,Business,1718502,1532896,60,13.76,35477.37,0.46,2024-07-19,53,47,0.338,High,0,Insufficient Repayment Capacity,1.66,Rejected,0
LN837792,C04736,Medical,137441,133416,12,17.19,12180.21,0.85,2024-07-30,98,2,0.608,High,0,High Risk,0.77,Rejected,0
LN375333,C04737,Medical,757402,565380,24,16.32,27769.29,0.2,2026-02-03,13,87,0.098,Low,1,N/A,0.33,Active,0
LN435782,C04738,Personal,9429505,7764996,24,22.91,406331.64,1.66,2025-01-04,63,37,0.398,High,0,Insufficient Repayment Capacity,2.64,Rejected,0
LN393341,C04739,Vehicle,1755241,1732358,24,9.74,79731.8,0.73,2026-01-27,65,35,0.41,High,0,Insufficient Repayment Capacity,1.33,Rejected,0
LN773258,C04740,Education,146277,124777,36,12.85,4195.22,0.45,2026-04-13,82,18,0.512,High,0,High Risk,1.11,Rejected,0
LN968992,C04741,Business,5447814,4401940,48,10.22,112110.23,0.77,2026-05-30,68,32,0.428,High,0,Insufficient Repayment Capacity,2.51,Rejected,0
LN846446,C04742,Vehicle,2901829,2511123,24,9.75,115586.05,0.81,2025-12-25,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.47,Rejected,0
LN966874,C04743,Personal,3477951,2737221,12,18.07,251039.6,2.45,2025-03-05,68,32,0.428,High,0,Insufficient Repayment Capacity,2.22,Rejected,0
LN444080,C04744,Personal,50000,42222,24,19.99,2148.72,3.36,2026-03-17,100,0,0.62,High,0,High Risk,5.51,Rejected,0
